360,10,0.0587
358,2,0.1924
356,38,0.0002
354,52,0.0002
352,28,0.0005
350,1,0.9025
348,3,0.0039000000000000003
346,1,0.6625
344,1,0.983
342,1,0.4122
340,3,0.2183
338,22,0.0007000000000000001
336,2,0.2797
334,1,0.7034999999999999
332,40,0.0001
330,1,0.4335
328,6,0.0232
326,3,0.1501
324,5,0.0075
322,3,0.0737
320,2,0.22920000000000001
318,233,0
316,21,0.0006
314,72,0.0001
312,17,0.004
310,14,0.0037
308,28,0.0008
306,1,0.8868
304,3,0.0233
302,1,0.4378
300,83,0.0001
298,54,0.0003
296,28,0.0015
294,193,0
292,42,0.0009
290,34,0.0016
288,105,0.0002
286,5,0.0842
284,1,0.2828
282,65,0.0003
280,2,0.22329999999999997
278,29,0.002
276,108,0.0002
274,2,0.1537
272,1,0.1547
270,1,0.8989
268,1,0.9372
266,2,0.26039999999999996
264,1,0.9641
262,5,0.0281
260,22,0.002
258,24,0.0003
256,6,0.039
254,1,0.23170000000000002
252,29,0.0006
250,30,0.0012
248,1,0.17800000000000002
246,21,0.0017000000000000001
244,38,0.0002
242,17,0.0032
240,22,0.0017000000000000001
238,212,0
236,30,0.0019
234,9,0.0106
232,1,0.6783
230,1,0.2366
228,24,0.003
226,7,0.0291
224,2,0.0706
222,18,0.0103
220,27,0.0026
218,5,0.0873
216,3,0.1277
214,4,0.1382
212,2,0.1877
210,2,0.16579999999999998
208,5,0.06280000000000001
206,1,0.8448
204,22,0.0024
202,16,0.008
200,2,0.11560000000000001
198,2,0.1931
196,1,0.8009000000000001
194,2,0.4328
192,11,0.015
190,1,0.2782
188,17,0.0072
186,6,0.064
184,1,0.2169
182,6,0.0579
180,3,0.10550000000000001
178,7,0.0116
176,1,0.3005
174,1,0.6857
172,4,0.0849
170,2,0.228
168,3,0.1316
166,1,0.5649000000000001
164,3,0.09539999999999998
162,1,0.3148
160,2,0.1011
158,1,0.1449
156,5,0.09849999999999999
154,2,0.1566
152,1,0.2188
